KIC|P13|G|2MASS|GLAT|GLON|Teffc|e_Teffc|Teff|e_Teff|Dnu|e_Dnu|numax|e_numax|Notes|Teff1|e_Teff1|[M/H]1|e_[M/H]1|M1|E_M1|e_M1|R1|E_R1|e_R1|log.g1|E_log.g1|e_log.g1|rho1|E_rho1|e_rho1|Teff2|e_Teff2|[M/H]2|e_[M/H]2|M2|E_M2|e_M2|R2|E_R2|e_R2|log.g2|E_log.g2|e_log.g2|rho2|E_rho2|e_rho2|_RA|_DE
#  | | | |deg|deg|K|K|K|K|uHz|uHz|uHz|uHz| |K|K|[Sun]|[Sun]|[Msun]|[Msun]|[Msun]|[Rsun]|[Rsun]|[Rsun]|[cm/s2]|[cm/s2]|[cm/s2]|[Sun]|[Sun]|[Sun]|K|K|[Sun]|[Sun]|[Msun]|[Msun]|[Msun]|[Rsun]|[Rsun]|[Rsun]|[cm/s2]|[cm/s2]|[cm/s2]|[Sun]|[Sun]|[Sun]|deg|deg
# --------|---|---|-----------------|------|------|-----|-----|-----|-----|-----|-----|------|-----|---------------------------------------------|----|---|-----|-----|--------|--------|--------|--------|--------|--------|---------|---------|---------|-----------|-----------|-----------|----|---|-----|-----|--------|--------|--------|--------|--------|--------|---------|---------|---------|-----------|-----------|-----------|----------|----------
 9518506|  1|  0|J19122784+4611021|77.160|15.817| 4937|   90| 4734|   83| 4.97| 0.10| 48.84| 1.33|SEIS_INTEREST,PUBLIC                         |4846| 84| 0.00| 0.05|    1.74|    0.12|    0.31|   11.00|    0.31|    0.87|    2.598|    0.011|    0.017|    0.00134|    0.00005|    0.00005|4831| 84| 0.00| 0.05|    1.74|    0.11|    0.33|   10.96|    0.31|    0.87|    2.596|    0.012|    0.017|    0.00134|    0.00005|    0.00005|288.116030|+46.183929
 9580171|  1|  0|J19124433+4614477|77.239|15.798| 4534|   68| 4359|   63| 2.88| 0.06| 22.06| 0.57|PUBLIC                                       |4354| 89|-0.12| 0.06|    1.10|    0.13|    0.11|   13.40|    0.58|    0.55|    2.226|    0.012|    0.012|    0.00046|    0.00001|    0.00001|4470| 89|-0.09| 0.06|    1.14|    0.13|    0.11|   13.59|    0.60|    0.55|    2.230|    0.012|    0.013|    0.00046|    0.00001|    0.00001|288.184720|+46.246609
 9580407|  1|  0|J19131675+4616275|77.304|15.723| 4845|   75| 4688|   70| 3.99| 0.12| 29.80| 1.27|PUBLIC                                       |4538| 92|-0.21| 0.06|    0.88|    0.07|    0.05|   10.16|    0.32|    0.28|    2.378|    0.012|    0.012|    0.00085|    0.00003|    0.00003|4606| 92|-0.22| 0.06|    0.89|    0.10|    0.05|   10.16|    0.37|    0.26|    2.379|    0.013|    0.012|    0.00085|    0.00003|    0.00003|288.319790|+46.274311
 9641772|  1|  1|J19134948+4619416|77.394|15.657| 4886|   76| 4725|   72| 4.09| 0.08| 35.04| 0.85|GOLD,KASC,RC,PUBLIC                          |4571| 82| 0.04| 0.05|    1.17|    0.12|    0.11|   10.85|    0.43|    0.43|    2.436|    0.011|    0.012|    0.00092|    0.00003|    0.00003|4629| 82| 0.08| 0.05|    1.19|    0.12|    0.11|   10.90|    0.44|    0.43|    2.437|    0.011|    0.011|    0.00092|    0.00003|    0.00003|288.456210|+46.328232
 9518802|  1|  0|J19130832+4607518|77.157|15.689| 5364|  123| 5187|  115| 7.18| 0.17| 92.00| 2.72|GO,ROTATOR,SEIS_INTEREST,PUBLIC              |4961| 87|-0.07| 0.06|    2.44|    0.27|    0.30|    9.48|    0.46|    0.45|    2.870|    0.013|    0.014|    0.00285|    0.00010|    0.00010|4917| 87|-0.10| 0.06|    2.37|    0.28|    0.28|    9.39|    0.47|    0.47|    2.866|    0.013|    0.013|    0.00286|    0.00010|    0.00011|288.284700|+46.131069
 9641484|  1|  0|J19130772+4623514|77.411|15.795| 4895|   87| 4717|   81| 4.10| 0.08| 36.16| 0.82|GO,RC,PUBLIC                                 |4585| 87|-0.09| 0.06|    1.28|    0.13|    0.12|   11.14|    0.47|    0.43|    2.451|    0.011|    0.011|    0.00092|    0.00003|    0.00003|4640| 87|-0.08| 0.06|    1.30|    0.14|    0.13|   11.20|    0.48|    0.46|    2.452|    0.011|    0.011|    0.00092|    0.00003|    0.00003|288.282200|+46.397621
 9580991|  1|  0|J19143413+4615596|77.387|15.515| 5172|   93| 4926|   85| 5.66| 0.12| 61.99| 1.58|PUBLIC                                       |4824| 88|-0.11| 0.06|    1.93|    0.19|    0.25|   10.29|    0.45|    0.51|    2.695|    0.012|    0.013|    0.00176|    0.00006|    0.00006|4815| 88|-0.13| 0.06|    1.91|    0.21|    0.23|   10.27|    0.44|    0.50|    2.694|    0.013|    0.013|    0.00176|    0.00006|    0.00006|288.642240|+46.266579
 9763419|  1|  0|J19135008+4630251|77.565|15.726| 4925|   79| 4717|   73| 4.03| 0.08| 33.39| 0.93|RC,PUBLIC                                    |4546| 83| 0.02| 0.05|    1.06|    0.12|    0.10|   10.61|    0.44|    0.41|    2.414|    0.013|    0.012|    0.00089|    0.00003|    0.00003|4611| 83| 0.05| 0.05|    1.09|    0.12|    0.10|   10.68|    0.45|    0.41|    2.416|    0.012|    0.012|    0.00089|    0.00003|    0.00003|288.458710|+46.506969
 9702841|  1|  0|J19134763+4626327|77.501|15.707| 4780|   79| 4583|   73| 4.23| 0.09| 39.76| 1.49|PUBLIC                                       |4558| 79| 0.13| 0.05|    1.45|    0.21|    0.18|   11.39|    0.58|    0.55|    2.488|    0.017|    0.018|    0.00098|    0.00003|    0.00003|4620| 79| 0.19| 0.05|    1.50|    0.22|    0.19|   11.52|    0.60|    0.55|    2.492|    0.016|    0.017|    0.00098|    0.00003|    0.00003|288.448460|+46.442429
 9763796|  1|  0|J19144204+4633144|77.671|15.607| 5169|   88| 4957|   81|12.32| 0.23|145.76| 3.20|GO,SEIS_INTEREST,PUBLIC                      |4781| 94|-0.26| 0.06|    1.08|    0.12|    0.10|    5.06|    0.21|    0.19|    3.066|    0.011|    0.011|    0.00839|    0.00024|    0.00023|4784| 94|-0.30| 0.06|    1.09|    0.12|    0.10|    5.06|    0.21|    0.19|    3.066|    0.011|    0.011|    0.00840|    0.00023|    0.00023|288.675200|+46.554001
 9824971|  1|  0|J19162014+4636395|77.840|15.372| 4926|   74| 4680|   67| 3.14| 0.07| 22.63| 1.20|PUBLIC                                       |4627| 93|-0.22| 0.06|    0.96|    0.15|    0.10|   12.12|    0.65|    0.45|    2.254|    0.020|    0.016|    0.00054|    0.00002|    0.00002|4671| 93|-0.24| 0.06|    0.97|    0.15|    0.09|   12.14|    0.67|    0.45|    2.255|    0.020|    0.017|    0.00054|    0.00002|    0.00002|289.083950|+46.610989
 9581445|  1|  0|J19153407+4616559|77.473|15.362| 4989|   76| 4796|   70| 5.71| 0.13| 61.44| 1.36|GO,SEIS_INTEREST,PUBLIC                      |4562| 77| 0.18| 0.05|    1.62|    0.17|    0.16|    9.65|    0.40|    0.38|    2.679|    0.011|    0.011|    0.00181|    0.00006|    0.00006|4623| 77| 0.25| 0.05|    1.67|    0.19|    0.17|    9.77|    0.46|    0.41|    2.682|    0.011|    0.012|    0.00179|    0.00006|    0.00006|288.891970|+46.282211
 9704258|  1|  0|J19165728+4627098|77.734|15.211| 4962|   80| 4762|   74| 5.80| 0.17| 52.95| 1.17|GO,RC,PUBLIC                                 |4521|107|-0.58| 0.08|    0.99|    0.12|    0.11|    8.05|    0.43|    0.37|    2.621|    0.011|    0.011|    0.00189|    0.00007|    0.00008|4593|107|-0.65| 0.08|    1.01|    0.13|    0.11|    8.13|    0.42|    0.40|    2.623|    0.012|    0.011|    0.00188|    0.00008|    0.00008|289.238680|+46.452740
 9764708|  1|  0|J19164886+4634095|77.835|15.280| 4915|  112| 4751|  105| 3.34| 0.07| 31.59| 0.74|PUBLIC                                       |4508| 84| 0.00| 0.05|    1.87|    0.18|    0.18|   14.48|    0.62|    0.62|    2.388|    0.011|    0.012|    0.00062|    0.00002|    0.00002|4584| 84| 0.04| 0.05|    1.91|    0.22|    0.18|   14.61|    0.63|    0.60|    2.391|    0.011|    0.012|    0.00061|    0.00002|    0.00002|289.203610|+46.569321
 9825039|  1|  0|J19162934+4639337|77.897|15.367| 5265|   86| 5058|   80| 8.44| 0.17|101.89| 2.99|GO,SEIS_INTEREST,PUBLIC                      |4936| 86|-0.05| 0.06|    1.78|    0.23|    0.21|    7.69|    0.37|    0.35|    2.915|    0.015|    0.014|    0.00391|    0.00012|    0.00012|4898| 86|-0.08| 0.06|    1.75|    0.22|    0.22|    7.65|    0.35|    0.36|    2.913|    0.014|    0.014|    0.00391|    0.00012|    0.00011|289.122280|+46.659382
 9704676|  1|  0|J19174572+4626262|77.780|15.079| 4799|   76| 4587|   70| 4.39| 0.12| 40.38| 0.94|PUBLIC                                       |4547| 91|-0.17| 0.06|    1.33|    0.15|    0.15|   10.77|    0.49|    0.49|    2.498|    0.011|    0.011|    0.00107|    0.00004|    0.00004|4612| 91|-0.18| 0.06|    1.36|    0.16|    0.15|   10.86|    0.50|    0.52|    2.500|    0.011|    0.011|    0.00106|    0.00004|    0.00004|289.440520|+46.440620
 9644558|  1|  0|J19194578+4619275|77.815|14.716| 5099|   86| 4930|   80| 2.97| 1.06| 28.99| 1.39|PUBLIC                                       |4973| 98|-0.36| 0.07|    2.92|    0.90|    2.07|   18.37|    3.10|    8.12|    2.370|    0.021|    0.022|    0.00048|    0.00032|    0.00012|4925| 98|-0.45| 0.07|    2.32|    1.13|    1.36|   16.49|    3.95|    5.73|    2.368|    0.022|    0.022|    0.00052|    0.00026|    0.00016|289.940800|+46.324310
 9583430|  1|  0|J19193882+4614557|77.735|14.704| 5149|   75| 4908|   68| 7.75| 0.15| 99.73| 2.46|GOLD,KASC,PUBLIC                             |4881| 73| 0.28| 0.04|    2.35|    0.20|    0.28|    8.93|    0.30|    0.39|    2.904|    0.013|    0.014|    0.00329|    0.00009|    0.00009|4857| 73| 0.34| 0.04|    2.35|    0.19|    0.29|    8.93|    0.28|    0.41|    2.904|    0.013|    0.015|    0.00329|    0.00009|    0.00009|289.911770|+46.248810
 9946773|  1|  0|J19193356+4648258|78.256|14.944| 5310|   92| 5058|   84| 2.79| 1.18| 29.78| 2.04|PUBLIC                                       |4887|110|-0.66| 0.08|    1.84|    0.90|    0.78|   14.49|    3.41|    3.31|    2.374|    0.030|    0.031|    0.00060|    0.00017|    0.00014|4862|110|-0.79| 0.08|    1.52|    0.75|    0.57|   13.33|    3.00|    2.79|    2.371|    0.030|    0.032|    0.00065|    0.00016|    0.00014|289.889860|+46.807178
 9705636|  1|  1|J19193269+4627109|77.921|14.803| 4794|   77| 4588|   71| 3.99| 0.09| 33.45| 0.67|GOLD,KASC,PUBLIC                             |4514| 76| 0.19| 0.05|    1.10|    0.12|    0.12|   10.81|    0.50|    0.48|    2.413|    0.010|    0.010|    0.00087|    0.00003|    0.00003|4588| 76| 0.27| 0.05|    1.12|    0.13|    0.12|   10.85|    0.54|    0.52|    2.415|    0.009|    0.009|    0.00087|    0.00003|    0.00003|289.886230|+46.453041
 9705687|  1|  1|J19193756+4629397|77.965|14.807| 5524|  123| 5342|  115| 6.48| 0.13| 74.32| 1.69|GOLD,KASC,PUBLIC                             |4938| 93|-0.24| 0.06|    1.98|    0.22|    0.21|    9.51|    0.42|    0.42|    2.779|    0.012|    0.011|    0.00231|    0.00007|    0.00008|4900| 93|-0.30| 0.06|    1.95|    0.22|    0.21|    9.45|    0.42|    0.43|    2.777|    0.012|    0.011|    0.00231|    0.00008|    0.00008|289.906520|+46.494362
 9825822|  1|  0|J19181072+4637554|77.992|15.090| 4365|24358| 4224|22878| 1.09| 0.03|  6.25| 0.48|KASC,PUBLIC,LUMINOUS_RGB                     |3955| 76| 0.20| 0.05|    1.04|    0.16|    0.10|   25.29|    1.19|    1.05|    1.654|    0.022|    0.016|    0.00006|    0.00000|    0.00000|4112| 76| 0.34| 0.05|    1.16|    0.33|    0.20|   26.15|    2.45|    1.74|    1.668|    0.036|    0.027|    0.00006|    0.00000|    0.00000|289.544680|+46.632061
 9704774|  1|  1|J19175759+4628004|77.819|15.058| 4896|   76| 4679|   69| 4.06| 0.09| 35.08| 1.39|GOLD,KASC,PUBLIC                             |4713| 83| 0.01| 0.05|    1.25|    0.20|    0.19|   11.13|    0.69|    0.67|    2.442|    0.018|    0.020|    0.00090|    0.00003|    0.00003|4734| 83| 0.03| 0.05|    1.26|    0.21|    0.21|   11.15|    0.71|    0.73|    2.442|    0.019|    0.021|    0.00091|    0.00003|    0.00003|289.489990|+46.466789
 9886274|  1|  0|J19193154+4642230|78.159|14.909| 4801|   78| 4633|   73| 4.70| 0.12| 42.07| 0.95|PUBLIC                                       |4473|102|-0.46| 0.07|    1.14|    0.14|    0.12|    9.75|    0.49|    0.45|    2.518|    0.011|    0.011|    0.00123|    0.00005|    0.00005|4557|102|-0.50| 0.07|    1.17|    0.14|    0.12|    9.83|    0.49|    0.44|    2.521|    0.011|    0.012|    0.00123|    0.00005|    0.00005|289.881440|+46.706409
 9645099|  1|  0|J19204141+4620001|77.891|14.574| 5080|   80| 4850|   73| 3.86| 0.11| 30.28| 0.74|PUBLIC                                       |4767| 96|-0.30| 0.07|    1.02|    0.12|    0.09|   10.76|    0.54|    0.45|    2.382|    0.011|    0.011|    0.00081|    0.00003|    0.00003|4774| 96|-0.36| 0.07|    1.02|    0.12|    0.10|   10.78|    0.54|    0.49|    2.382|    0.011|    0.012|    0.00081|    0.00003|    0.00004|290.172580|+46.333370
 9583720|  1|  0|J19201381+4617039|77.811|14.626| 4884|   74| 4694|   69| 5.66| 0.15| 55.11| 2.17|PUBLIC                                       |4533| 82| 0.04| 0.05|    1.16|    0.19|    0.15|    8.67|    0.52|    0.46|    2.625|    0.019|    0.017|    0.00177|    0.00007|    0.00007|4602| 82| 0.08| 0.05|    1.22|    0.20|    0.17|    8.86|    0.52|    0.48|    2.631|    0.019|    0.018|    0.00176|    0.00007|    0.00007|290.057590|+46.284420
 9706209|  1|  0|J19202999+4624352|77.949|14.635| 5102|   87| 4881|   79| 3.93| 0.10| 30.80| 0.87|RC,PUBLIC                                    |4682| 95|-0.28| 0.07|    0.98|    0.11|    0.10|   10.51|    0.46|    0.40|    2.386|    0.013|    0.012|    0.00084|    0.00003|    0.00003|4711| 95|-0.32| 0.07|    0.99|    0.11|    0.11|   10.53|    0.48|    0.43|    2.387|    0.013|    0.013|    0.00084|    0.00003|    0.00003|290.124970|+46.409801
 9706194|  1|  1|J19202824+4625590|77.969|14.649| 4721|   71| 4495|   65| 3.26| 0.08| 26.72| 0.81|GOLD,KASC,PUBLIC                             |4454| 89|-0.13| 0.06|    1.22|    0.16|    0.15|   12.78|    0.65|    0.65|    2.312|    0.014|    0.015|    0.00059|    0.00002|    0.00002|4543| 89|-0.11| 0.06|    1.26|    0.17|    0.15|   12.91|    0.68|    0.63|    2.316|    0.014|    0.014|    0.00059|    0.00002|    0.00002|290.117710|+46.433060
 9706585|  1|  0|J19210825+4624023|77.987|14.531| 5027|   90| 4832|   84| 3.99| 0.09| 29.98| 1.49|PUBLIC                                       |4670| 96|-0.31| 0.07|    0.89|    0.12|    0.05|   10.12|    0.45|    0.23|    2.383|    0.015|    0.012|    0.00087|    0.00003|    0.00003|4703| 96|-0.35| 0.07|    0.89|    0.12|    0.05|   10.13|    0.48|    0.25|    2.384|    0.016|    0.012|    0.00087|    0.00003|    0.00003|290.284390|+46.400650
 9767332|  1|  0|J19214959+4632421|78.173|14.482| 5223|   84| 5013|   78| 8.60| 0.18|113.16| 2.67|PUBLIC                                       |4934| 79| 0.13| 0.05|    2.25|    0.22|    0.22|    8.19|    0.35|    0.30|    2.961|    0.011|    0.012|    0.00406|    0.00013|    0.00012|4896| 79| 0.15| 0.05|    2.19|    0.26|    0.21|    8.13|    0.36|    0.31|    2.958|    0.012|    0.012|    0.00408|    0.00012|    0.00013|290.456670|+46.545040
 9887199|  1|  0|J19211056+4642293|78.280|14.651| 4954|   78| 4737|   71| 4.25| 0.09| 36.97| 0.91|PUBLIC                                       |4795| 86|-0.07| 0.06|    1.25|    0.13|    0.13|   10.81|    0.45|    0.44|    2.467|    0.011|    0.012|    0.00099|    0.00003|    0.00003|4794| 86|-0.08| 0.06|    1.25|    0.14|    0.13|   10.82|    0.45|    0.45|    2.467|    0.012|    0.012|    0.00099|    0.00003|    0.00003|290.294040|+46.708160
 9767051|  1|  1|J19211712+4633148|78.142|14.571| 4460|   73| 4303|   68| 2.75| 0.07| 21.25| 0.76|GOLD,KASC,GO,PUBLIC                          |4280| 81| 0.08| 0.05|        |        |        |        |        |        |         |         |         |           |           |           |4416| 81| 0.16| 0.05|        |        |        |        |        |        |         |         |         |           |           |           |290.321380|+46.554131
 9766517|  1|  0|J19202381+4635558|78.120|14.728| 4935|   81| 4688|   74| 4.87| 0.11| 47.03| 1.24|PUBLIC                                       |4532| 83| 0.02| 0.05|    1.37|    0.15|    0.14|   10.15|    0.45|    0.43|    2.562|    0.012|    0.012|    0.00131|    0.00004|    0.00004|4601| 83| 0.06| 0.05|    1.41|    0.18|    0.15|   10.25|    0.50|    0.45|    2.564|    0.013|    0.012|    0.00130|    0.00004|    0.00004|290.099210|+46.598839
 9887488|  1|  0|J19214119+4643528|78.339|14.581| 4839|   82| 4632|   75| 4.06| 0.08| 33.36| 1.71|PUBLIC                                       |4561| 83| 0.01| 0.05|    1.04|    0.18|    0.11|   10.48|    0.61|    0.41|    2.415|    0.020|    0.015|    0.00090|    0.00003|    0.00003|4622| 83| 0.05| 0.05|    1.06|    0.19|    0.11|   10.55|    0.63|    0.41|    2.418|    0.021|    0.016|    0.00090|    0.00003|    0.00003|290.421660|+46.731339
 9887555|  1|  0|J19214781+4646111|78.383|14.579| 4986|   83| 4780|   77| 3.90| 0.08| 28.11| 0.90|PUBLIC                                       |4735|100|-0.40| 0.07|    0.86|    0.07|    0.05|   10.20|    0.30|    0.25|    2.361|    0.010|    0.009|    0.00082|    0.00002|    0.00002|4750|100|-0.46| 0.07|    0.86|    0.07|    0.05|   10.18|    0.30|    0.24|    2.360|    0.011|    0.010|    0.00082|    0.00002|    0.00002|290.449220|+46.769772
 9145861|  1|  0|J19112170+4535591|76.523|15.767| 4918|   72| 4743|   67|10.74| 0.19|133.32| 2.63|GO,SEIS_INTEREST,PUBLIC                      |4592| 72| 0.29| 0.04|    1.34|    0.11|    0.11|    5.94|    0.20|    0.19|    3.018|    0.009|    0.010|    0.00640|    0.00016|    0.00016|4645| 72| 0.39| 0.04|    1.37|    0.12|    0.11|    6.00|    0.21|    0.20|    3.019|    0.010|    0.010|    0.00636|    0.00016|    0.00017|287.840420|+45.599751
 9145781|  1|  1|J19111220+4535367|76.506|15.790| 5109|   85| 4948|   80|17.58| 0.62|242.05| 5.93|GOLD,KASC,PUBLIC                             |4808| 82| 0.05| 0.05|    1.16|    0.16|    0.14|    4.06|    0.24|    0.21|    3.285|    0.012|    0.012|    0.01729|    0.00080|    0.00081|4804| 82| 0.07| 0.05|    1.17|    0.16|    0.15|    4.07|    0.23|    0.22|    3.285|    0.011|    0.012|    0.01728|    0.00078|    0.00082|287.800840|+45.593529
 9145955|  1|  1|J19113253+4531225|76.463|15.708| 5190|  134| 5032|  127|10.93| 0.23|129.69| 2.52|GOLD,KASC,SEIS_INTEREST,RGB,PUBLIC,SEIS_DWARF|4815| 98|-0.35| 0.07|    1.27|    0.12|    0.12|    5.76|    0.23|    0.22|    3.019|    0.009|    0.010|    0.00661|    0.00021|    0.00021|4809| 98|-0.42| 0.07|    1.27|    0.12|    0.11|    5.76|    0.23|    0.23|    3.019|    0.010|    0.010|    0.00662|    0.00022|    0.00021|287.885560|+45.522930
 9145952|  1|  1|J19113227+4535165|76.525|15.734| 4868|   72| 4674|   67| 4.05| 0.08| 33.64| 0.78|GOLD,HALO,KASC,GO,PUBLIC                     |4570| 88|-0.10| 0.06|    1.08|    0.11|    0.10|   10.61|    0.43|    0.41|    2.418|    0.011|    0.011|    0.00090|    0.00003|    0.00003|4629| 88|-0.09| 0.06|    1.09|    0.11|    0.10|   10.67|    0.44|    0.41|    2.420|    0.011|    0.011|    0.00090|    0.00003|    0.00003|287.884490|+45.587929
 9209471|  1|  0|J19105106+4537275|76.511|15.859| 4700|   80| 4489|   73| 3.34| 0.07| 25.96| 0.71|PUBLIC                                       |4437|100|-0.41| 0.07|    1.03|    0.13|    0.12|   11.85|    0.56|    0.52|    2.302|    0.014|    0.014|    0.00062|    0.00002|    0.00002|4531|100|-0.44| 0.07|    1.06|    0.13|    0.12|   11.97|    0.56|    0.54|    2.305|    0.015|    0.015|    0.00061|    0.00002|    0.00002|287.712740|+45.624329
 9079904|  1|  0|J19113508+4527101|76.399|15.674| 4686|   65| 4481|   60| 4.57| 0.10| 42.17| 1.23|PUBLIC                                       |4359| 73| 0.27| 0.04|    1.17|    0.15|    0.14|   10.04|    0.49|    0.46|    2.503|    0.014|    0.014|    0.00116|    0.00004|    0.00004|4474| 73| 0.39| 0.04|    1.26|    0.19|    0.16|   10.32|    0.60|    0.52|    2.511|    0.014|    0.014|    0.00114|    0.00004|    0.00004|287.896210|+45.452820
 9395535|  1|  1|J19104429+4555106|76.786|15.991| 4597|   82| 4401|   75| 2.89| 0.08| 22.37| 0.57|GOLD,KASC,GO,PUBLIC                          |4405| 96|-0.30| 0.07|    1.16|    0.15|    0.13|   13.56|    0.71|    0.67|    2.236|    0.012|    0.013|    0.00046|    0.00002|    0.00002|4508| 96|-0.31| 0.07|    1.20|    0.15|    0.14|   13.74|    0.69|    0.66|    2.239|    0.013|    0.013|    0.00046|    0.00002|    0.00002|287.684540|+45.919628
 9332840|  1|  1|J19092934+4549339|76.609|16.156| 4966|   90| 4739|   82| 4.41| 0.08| 40.39| 1.17|GOLD,KASC,GO,RC,PUBLIC                       |4572| 78| 0.14| 0.05|    1.33|    0.14|    0.16|   10.78|    0.42|    0.51|    2.497|    0.014|    0.015|    0.00107|    0.00003|    0.00003|4631| 78| 0.21| 0.05|    1.39|    0.12|    0.17|   10.96|    0.34|    0.53|    2.502|    0.012|    0.015|    0.00106|    0.00003|    0.00003|287.372280|+45.826092
 9333290|  1|  0|J19102759+4553438|76.744|16.026| 4662|   95| 4497|   88| 2.93| 0.06| 23.86| 0.63|PUBLIC                                       |4403| 84|-0.01| 0.06|    1.32|    0.15|    0.14|   14.08|    0.60|    0.59|    2.261|    0.013|    0.014|    0.00047|    0.00001|    0.00001|4506| 84| 0.04| 0.06|    1.37|    0.15|    0.15|   14.25|    0.61|    0.61|    2.265|    0.013|    0.013|    0.00047|    0.00001|    0.00001|287.614960|+45.895512
 9333501|  1|  1|J19105835+4553540|76.782|15.945| 4794|   83| 4594|   76| 3.45| 0.08| 27.29| 0.68|GOLD,KASC,PUBLIC                             |4477|106|-0.57| 0.08|    1.08|    0.14|    0.11|   11.77|    0.57|    0.50|    2.328|    0.013|    0.013|    0.00066|    0.00002|    0.00002|4560|106|-0.63| 0.08|    1.10|    0.13|    0.10|   11.88|    0.55|    0.48|    2.331|    0.014|    0.013|    0.00066|    0.00002|    0.00002|287.743130|+45.898361
 9333184|  1|  1|J19101490+4551456|76.697|16.048| 4986|   88| 4759|   81| 4.02| 0.09| 32.50| 0.99|GOLD,KASC,PUBLIC                             |4641| 92|-0.21| 0.06|    1.02|    0.12|    0.10|   10.49|    0.48|    0.41|    2.407|    0.013|    0.013|    0.00089|    0.00003|    0.00003|4681| 92|-0.23| 0.06|    1.04|    0.12|    0.11|   10.54|    0.47|    0.42|    2.409|    0.013|    0.013|    0.00089|    0.00003|    0.00003|287.562130|+45.862671
